Date,return,label,ticker
03-01-2011,0.0,0,DMFG
04-01-2011,0.0,0,DMFG
05-01-2011,0.0,1,DMFG
06-01-2011,-0.015384945432142194,0,DMFG
07-01-2011,0.0,0,DMFG
10-01-2011,0.0,0,DMFG
11-01-2011,0.0,0,DMFG
12-01-2011,0.0,0,DMFG
13-01-2011,0.0,0,DMFG
14-01-2011,0.0,0,DMFG
18-01-2011,0.0,0,DMFG
19-01-2011,0.0,0,DMFG
20-01-2011,0.0,0,DMFG
21-01-2011,0.0,0,DMFG
24-01-2011,0.0,0,DMFG
25-01-2011,0.0,0,DMFG
26-01-2011,0.0,0,DMFG
27-01-2011,0.0,0,DMFG
28-01-2011,0.0,0,DMFG
31-01-2011,0.0,0,DMFG
01-02-2011,0.0,0,DMFG
02-02-2011,0.0,0,DMFG
03-02-2011,0.0,0,DMFG
04-02-2011,0.0,0,DMFG
07-02-2011,0.0,0,DMFG
08-02-2011,0.0,0,DMFG
09-02-2011,0.0,0,DMFG
10-02-2011,0.0,0,DMFG
11-02-2011,0.0,0,DMFG
14-02-2011,0.0,0,DMFG
15-02-2011,0.0,0,DMFG
16-02-2011,0.0,0,DMFG
17-02-2011,0.0,0,DMFG
18-02-2011,0.0,0,DMFG
22-02-2011,0.0,0,DMFG
23-02-2011,0.0,1,DMFG
24-02-2011,-0.031249675270512922,0,DMFG
25-02-2011,0.0,0,DMFG
28-02-2011,0.0,0,DMFG
01-03-2011,0.03225771849856063,0,DMFG
02-03-2011,0.0,0,DMFG
03-03-2011,0.0,0,DMFG
04-03-2011,0.0,0,DMFG
07-03-2011,0.0,0,DMFG
08-03-2011,0.0,0,DMFG
09-03-2011,0.0,0,DMFG
10-03-2011,0.0,0,DMFG
11-03-2011,0.0,0,DMFG
14-03-2011,0.0,0,DMFG
15-03-2011,0.0,0,DMFG
16-03-2011,0.0,0,DMFG
17-03-2011,0.0,0,DMFG
18-03-2011,0.0,0,DMFG
21-03-2011,0.0,0,DMFG
22-03-2011,0.0,0,DMFG
23-03-2011,0.0,0,DMFG
24-03-2011,0.0,0,DMFG
25-03-2011,0.0,0,DMFG
28-03-2011,0.028939221478303745,0,DMFG
29-03-2011,0.0,0,DMFG
30-03-2011,0.0,0,DMFG
31-03-2011,0.0,0,DMFG
01-04-2011,0.0,0,DMFG
04-04-2011,0.0,0,DMFG
05-04-2011,0.0,0,DMFG
06-04-2011,0.0,0,DMFG
07-04-2011,0.0,0,DMFG
08-04-2011,0.0,0,DMFG
11-04-2011,0.0,0,DMFG
12-04-2011,0.0,0,DMFG
13-04-2011,0.0,0,DMFG
14-04-2011,0.0,1,DMFG
15-04-2011,-0.03125014931441339,0,DMFG
18-04-2011,0.0,0,DMFG
19-04-2011,0.0,0,DMFG
20-04-2011,0.03225822361912889,0,DMFG
21-04-2011,0.0,0,DMFG
25-04-2011,0.0,0,DMFG
26-04-2011,0.0,0,DMFG
27-04-2011,0.0,0,DMFG
28-04-2011,0.0,0,DMFG
29-04-2011,0.15624998642596233,0,DMFG
02-05-2011,0.0,0,DMFG
03-05-2011,0.0,0,DMFG
04-05-2011,0.0,0,DMFG
05-05-2011,0.0,0,DMFG
06-05-2011,0.0,0,DMFG
09-05-2011,0.0,0,DMFG
10-05-2011,0.0,0,DMFG
11-05-2011,0.0,0,DMFG
12-05-2011,0.0,0,DMFG
13-05-2011,0.0,0,DMFG
16-05-2011,0.0,0,DMFG
17-05-2011,0.0,0,DMFG
18-05-2011,0.0,0,DMFG
19-05-2011,0.0,0,DMFG
20-05-2011,0.01351362519938748,0,DMFG
23-05-2011,0.0,1,DMFG
24-05-2011,-0.012000171987020858,0,DMFG
25-05-2011,0.0,0,DMFG
26-05-2011,0.0,0,DMFG
27-05-2011,0.0,0,DMFG
31-05-2011,0.0,0,DMFG
01-06-2011,0.0,0,DMFG
02-06-2011,0.0,0,DMFG
03-06-2011,0.0,0,DMFG
06-06-2011,0.0,0,DMFG
07-06-2011,0.0,0,DMFG
08-06-2011,0.0,0,DMFG
09-06-2011,0.0,0,DMFG
10-06-2011,0.0,0,DMFG
13-06-2011,0.0,0,DMFG
14-06-2011,0.0013496514541533333,0,DMFG
15-06-2011,0.0,0,DMFG
16-06-2011,0.0,0,DMFG
17-06-2011,0.0,0,DMFG
20-06-2011,0.0,0,DMFG
21-06-2011,0.0,0,DMFG
22-06-2011,0.0,0,DMFG
23-06-2011,0.0,0,DMFG
24-06-2011,0.0,0,DMFG
27-06-2011,0.0,0,DMFG
28-06-2011,0.0,0,DMFG
29-06-2011,0.0,0,DMFG
30-06-2011,0.0,0,DMFG
01-07-2011,0.0,1,DMFG
05-07-2011,-0.04891301395357728,0,DMFG
06-07-2011,0.0,1,DMFG
07-07-2011,-0.05142844030743199,0,DMFG
08-07-2011,0.0,0,DMFG
11-07-2011,0.0,0,DMFG
12-07-2011,0.0,0,DMFG
13-07-2011,0.0,0,DMFG
14-07-2011,0.0,0,DMFG
15-07-2011,0.0,0,DMFG
18-07-2011,0.0,0,DMFG
19-07-2011,0.0,1,DMFG
20-07-2011,-0.02108477671189468,0,DMFG
21-07-2011,0.0,0,DMFG
22-07-2011,0.0,0,DMFG
25-07-2011,0.0,1,DMFG
26-07-2011,-0.04923074149276396,0,DMFG
27-07-2011,0.0,0,DMFG
28-07-2011,0.0,0,DMFG
29-07-2011,0.0,0,DMFG
01-08-2011,0.0,0,DMFG
02-08-2011,0.0,0,DMFG
03-08-2011,0.0,0,DMFG
04-08-2011,0.0,0,DMFG
05-08-2011,0.0,1,DMFG
08-08-2011,-0.06148854606749543,0,DMFG
09-08-2011,0.0,0,DMFG
10-08-2011,0.0,0,DMFG
11-08-2011,0.0,0,DMFG
12-08-2011,0.0,0,DMFG
15-08-2011,0.0,0,DMFG
16-08-2011,0.0,0,DMFG
17-08-2011,0.0,0,DMFG
18-08-2011,0.0,0,DMFG
19-08-2011,0.0,0,DMFG
22-08-2011,0.0,0,DMFG
23-08-2011,0.0,0,DMFG
24-08-2011,0.0,0,DMFG
25-08-2011,0.0,0,DMFG
26-08-2011,0.0,0,DMFG
29-08-2011,0.0,0,DMFG
30-08-2011,0.0,0,DMFG
31-08-2011,0.0,0,DMFG
01-09-2011,0.0,0,DMFG
02-09-2011,0.0,0,DMFG
06-09-2011,0.0,0,DMFG
07-09-2011,0.0,0,DMFG
08-09-2011,0.0,0,DMFG
09-09-2011,0.0,0,DMFG
12-09-2011,0.0,0,DMFG
13-09-2011,0.0,0,DMFG
14-09-2011,0.0,0,DMFG
15-09-2011,0.0,0,DMFG
16-09-2011,0.0034482807802918014,0,DMFG
19-09-2011,0.0,0,DMFG
20-09-2011,0.0,0,DMFG
21-09-2011,0.0,0,DMFG
22-09-2011,0.0,0,DMFG
23-09-2011,0.0,0,DMFG
26-09-2011,0.0,1,DMFG
27-09-2011,-0.003436431001317186,0,DMFG
28-09-2011,0.0,0,DMFG
29-09-2011,0.0,0,DMFG
30-09-2011,0.0,1,DMFG
03-10-2011,-0.03448268894586648,0,DMFG
04-10-2011,0.0,0,DMFG
05-10-2011,0.0,0,DMFG
06-10-2011,0.03571421097382377,0,DMFG
07-10-2011,0.0,0,DMFG
10-10-2011,0.0,0,DMFG
11-10-2011,0.0,0,DMFG
12-10-2011,0.04895092011997915,0,DMFG
13-10-2011,0.0,0,DMFG
14-10-2011,0.0,0,DMFG
17-10-2011,0.0033335920587536094,0,DMFG
18-10-2011,0.0,0,DMFG
19-10-2011,0.0,0,DMFG
20-10-2011,0.029900612497155477,0,DMFG
21-10-2011,0.0,0,DMFG
24-10-2011,0.0,0,DMFG
25-10-2011,0.0,0,DMFG
26-10-2011,0.0,0,DMFG
27-10-2011,0.03225770017798135,0,DMFG
28-10-2011,0.03124976430555093,0,DMFG
31-10-2011,0.0,0,DMFG
01-11-2011,0.0,0,DMFG
02-11-2011,0.0,0,DMFG
03-11-2011,0.0,0,DMFG
04-11-2011,0.0,0,DMFG
07-11-2011,0.0,1,DMFG
08-11-2011,-0.09090904408660794,0,DMFG
09-11-2011,0.0,0,DMFG
10-11-2011,0.0,0,DMFG
11-11-2011,0.0,0,DMFG
14-11-2011,0.0,0,DMFG
15-11-2011,0.0,0,DMFG
16-11-2011,0.0,0,DMFG
17-11-2011,0.0,0,DMFG
18-11-2011,0.0,0,DMFG
21-11-2011,0.0,0,DMFG
22-11-2011,0.0,0,DMFG
23-11-2011,0.0,0,DMFG
25-11-2011,0.0,0,DMFG
28-11-2011,0.0,0,DMFG
29-11-2011,0.0,0,DMFG
30-11-2011,0.0,0,DMFG
01-12-2011,0.0,0,DMFG
02-12-2011,0.0,0,DMFG
05-12-2011,0.0,0,DMFG
06-12-2011,0.0,0,DMFG
07-12-2011,0.0,0,DMFG
08-12-2011,0.0,0,DMFG
09-12-2011,0.0,0,DMFG
12-12-2011,0.0,0,DMFG
13-12-2011,0.0,0,DMFG
14-12-2011,0.0,0,DMFG
15-12-2011,0.0,0,DMFG
16-12-2011,0.0,0,DMFG
19-12-2011,0.0,0,DMFG
20-12-2011,0.0,0,DMFG
21-12-2011,0.0,0,DMFG
22-12-2011,0.0,0,DMFG
23-12-2011,0.0,0,DMFG
27-12-2011,0.0,0,DMFG
28-12-2011,0.0,0,DMFG
29-12-2011,0.0016667960293768047,0,DMFG
30-12-2011,0.0,0,DMFG
03-01-2012,0.0,1,DMFG
04-01-2012,-0.0016640224433754902,0,DMFG
05-01-2012,0.006711261864307483,0,DMFG
06-01-2012,0.0,1,DMFG
09-01-2012,-0.006666070875443908,0,DMFG
10-01-2012,0.006710805581078727,0,DMFG
11-01-2012,0.0,0,DMFG
12-01-2012,0.0,0,DMFG
13-01-2012,0.0,0,DMFG
17-01-2012,0.0,0,DMFG
18-01-2012,0.0,0,DMFG
19-01-2012,0.0,0,DMFG
20-01-2012,0.0,0,DMFG
23-01-2012,0.0,0,DMFG
24-01-2012,0.0,0,DMFG
25-01-2012,0.038333762543131034,0,DMFG
26-01-2012,0.0,0,DMFG
27-01-2012,0.0,0,DMFG
30-01-2012,0.0,0,DMFG
31-01-2012,0.0,1,DMFG
01-02-2012,-0.004815220871875692,0,DMFG
02-02-2012,0.003225352835257267,0,DMFG
03-02-2012,0.0,1,DMFG
06-02-2012,-0.0032149833794989924,0,DMFG
07-02-2012,0.0,1,DMFG
08-02-2012,-0.0032261153042670854,0,DMFG
09-02-2012,0.0,0,DMFG
10-02-2012,0.0,0,DMFG
13-02-2012,0.0032365568097241226,0,DMFG
14-02-2012,0.0,0,DMFG
15-02-2012,0.0,0,DMFG
16-02-2012,0.0,0,DMFG
17-02-2012,0.0,0,DMFG
21-02-2012,0.0,0,DMFG
22-02-2012,0.0,0,DMFG
23-02-2012,0.0,0,DMFG
24-02-2012,0.0,0,DMFG
27-02-2012,0.0,0,DMFG
28-02-2012,0.058064084648874026,0,DMFG
29-02-2012,0.0,0,DMFG
01-03-2012,0.0,0,DMFG
02-03-2012,0.0,0,DMFG
05-03-2012,0.0,0,DMFG
06-03-2012,0.0,0,DMFG
07-03-2012,0.0,0,DMFG
08-03-2012,0.0,0,DMFG
09-03-2012,0.0,0,DMFG
12-03-2012,0.0,0,DMFG
13-03-2012,0.0,0,DMFG
14-03-2012,0.0,0,DMFG
15-03-2012,0.0,0,DMFG
16-03-2012,0.0,0,DMFG
19-03-2012,0.013719390102915563,0,DMFG
20-03-2012,0.0,0,DMFG
21-03-2012,0.0,0,DMFG
22-03-2012,0.0,0,DMFG
23-03-2012,0.0,0,DMFG
26-03-2012,0.0,0,DMFG
27-03-2012,0.0,0,DMFG
28-03-2012,0.0,0,DMFG
29-03-2012,0.0,0,DMFG
30-03-2012,0.0,0,DMFG
02-04-2012,0.0,0,DMFG
03-04-2012,0.0,0,DMFG
04-04-2012,0.0,0,DMFG
05-04-2012,0.009104667728982774,0,DMFG
09-04-2012,0.0,0,DMFG
10-04-2012,0.0,0,DMFG
11-04-2012,0.0,1,DMFG
12-04-2012,-0.06766860315974399,0,DMFG
13-04-2012,0.06451569030283921,0,DMFG
16-04-2012,0.006060749863541659,0,DMFG
17-04-2012,0.0,0,DMFG
18-04-2012,0.0,0,DMFG
19-04-2012,0.0,0,DMFG
20-04-2012,0.0,0,DMFG
23-04-2012,0.0,0,DMFG
24-04-2012,0.0,0,DMFG
25-04-2012,0.0,0,DMFG
26-04-2012,0.0,1,DMFG
27-04-2012,-0.11746987830375122,0,DMFG
30-04-2012,0.1262797009448684,0,DMFG
01-05-2012,0.02272738104038119,0,DMFG
02-05-2012,0.0,0,DMFG
03-05-2012,0.0,0,DMFG
04-05-2012,0.0,0,DMFG
07-05-2012,0.0,0,DMFG
08-05-2012,0.0,0,DMFG
09-05-2012,0.0,0,DMFG
10-05-2012,0.0,0,DMFG
11-05-2012,0.0,0,DMFG
14-05-2012,0.0,0,DMFG
15-05-2012,0.0,1,DMFG
16-05-2012,-0.022222325774891805,0,DMFG
17-05-2012,0.0,0,DMFG
18-05-2012,0.0,0,DMFG
21-05-2012,0.0,0,DMFG
22-05-2012,0.0,0,DMFG
23-05-2012,0.0,0,DMFG
24-05-2012,0.0,0,DMFG
25-05-2012,0.0,0,DMFG
29-05-2012,0.0,0,DMFG
30-05-2012,0.0,0,DMFG
31-05-2012,0.0,0,DMFG
01-06-2012,0.0,0,DMFG
04-06-2012,0.0,0,DMFG
05-06-2012,0.0,0,DMFG
06-06-2012,0.0,0,DMFG
07-06-2012,0.0,0,DMFG
08-06-2012,0.0,0,DMFG
11-06-2012,0.0,0,DMFG
12-06-2012,0.0,0,DMFG
13-06-2012,0.0,0,DMFG
14-06-2012,0.0,0,DMFG
15-06-2012,0.0,0,DMFG
18-06-2012,0.0,0,DMFG
19-06-2012,0.0,0,DMFG
20-06-2012,0.0,0,DMFG
21-06-2012,0.0,0,DMFG
22-06-2012,0.0,0,DMFG
25-06-2012,0.0,0,DMFG
26-06-2012,0.0,0,DMFG
27-06-2012,0.0,0,DMFG
28-06-2012,0.0,0,DMFG
29-06-2012,0.0,0,DMFG
02-07-2012,0.0,0,DMFG
03-07-2012,0.0,0,DMFG
05-07-2012,0.01071965155885013,0,DMFG
06-07-2012,0.0,0,DMFG
09-07-2012,0.0,0,DMFG
10-07-2012,0.0,0,DMFG
11-07-2012,0.0,0,DMFG
12-07-2012,0.0,0,DMFG
13-07-2012,0.0,0,DMFG
16-07-2012,0.0,0,DMFG
17-07-2012,0.0,0,DMFG
18-07-2012,0.0,0,DMFG
19-07-2012,0.0,0,DMFG
20-07-2012,0.0,0,DMFG
23-07-2012,0.0,0,DMFG
24-07-2012,0.0,0,DMFG
25-07-2012,0.0,0,DMFG
26-07-2012,0.0,0,DMFG
27-07-2012,0.0,0,DMFG
30-07-2012,0.0,0,DMFG
31-07-2012,0.0,0,DMFG
01-08-2012,0.0,0,DMFG
02-08-2012,0.0,0,DMFG
03-08-2012,0.0,0,DMFG
06-08-2012,0.0,0,DMFG
07-08-2012,0.0,0,DMFG
08-08-2012,0.0,0,DMFG
09-08-2012,0.0,0,DMFG
10-08-2012,0.0,0,DMFG
13-08-2012,0.0,0,DMFG
14-08-2012,0.0,0,DMFG
15-08-2012,0.0,0,DMFG
16-08-2012,0.0,0,DMFG
17-08-2012,0.0,1,DMFG
20-08-2012,-0.03030298470118198,1,DMFG
21-08-2012,-0.0031251917228094506,0,DMFG
22-08-2012,0.0,0,DMFG
23-08-2012,0.0,0,DMFG
24-08-2012,0.0,0,DMFG
27-08-2012,0.0,0,DMFG
28-08-2012,0.0,1,DMFG
29-08-2012,-0.05956095414428397,0,DMFG
30-08-2012,0.0,0,DMFG
31-08-2012,0.0,0,DMFG
04-09-2012,0.0,0,DMFG
05-09-2012,0.05833343633270438,0,DMFG
06-09-2012,0.0,0,DMFG
07-09-2012,0.0,0,DMFG
10-09-2012,0.0,0,DMFG
11-09-2012,0.0,0,DMFG
12-09-2012,0.0,0,DMFG
13-09-2012,0.0,0,DMFG
14-09-2012,0.0,0,DMFG
17-09-2012,0.0,0,DMFG
18-09-2012,0.0,0,DMFG
19-09-2012,0.0,0,DMFG
20-09-2012,0.0,0,DMFG
21-09-2012,0.03936993587681514,0,DMFG
24-09-2012,0.0,0,DMFG
25-09-2012,0.0,0,DMFG
26-09-2012,0.0,0,DMFG
27-09-2012,0.0,0,DMFG
28-09-2012,0.0,0,DMFG
01-10-2012,0.0,0,DMFG
02-10-2012,0.0,0,DMFG
03-10-2012,0.015384695643868795,0,DMFG
